S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
596,A,Phase 1,Cycle 2,N_01001_03003_RJ,N/01001/03003/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-05) (Ch.115+700 to Ch. 151+840) [Jn. at SH-44 to Jn. Keshopura road],115700,151840,27.3701835071666,76.7962378748333,27.0844223265,76.650442422
597,A,Phase 1,Cycle 2,N_01001_03002_RJ,N/01001/03002/RJ,,"Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-04) (Ch. 78+800 to
Ch. 115+700) [HR/Raj Border to Jn. with SH-44]",78800,115880,27.6587185261667,76.9649494516667,27.3691003533333,76.7957851898333
598,A,Phase 1,Cycle 2,N_04003_09001_HR,N/04003/09001/HR,,6-Laning of Mandi Dabwali (Haryana/Punjab Boarder) Chautala Road section from Proposed Mandi Dabwali Bypass (Design Ch. 27.400) to Chautala (Design Ch Km 62.200) of NH-54 under Bharatmala Pariyojna (Design length 34.800) in the state of Haryana,27480,62220,29.9669489211667,74.7520918173333,29.7760511975,74.502004875
599,A,Phase 1,Cycle 2,N_04032_04002_HR,N/04032/04002/HR,,Operation & Maintenance of four laning of Hisar to Dabwali Section of NH-10 (New NH-9) from km 170.000 to km 314.660 (Length -144.660 km) in the State of Haryana on PBMC mode,170000,314670,29.1801697063333,75.7085049005,29.965005629,74.7108794745
600,A,Phase 1,Cycle 2,N_08071_02001_HP,N/08071/02001/HP,,Parwanoo - Solan,67000,106200,30.8362699023333,76.9774966686666,30.9186016528333,77.0944447301666
601,A,Phase 1,Cycle 2,N_08021_06001_HP,N/08021/06001/HP,,"
Takoli ( 242.000) to Kullu (272.000)",236285,265165,31.7518499011666,77.2070278296666,31.9726213213333,77.12393062
602,A,Phase 1,Cycle 2,N_02006_07001_JK,N/02006/07001/JK,,"4 of Jammu - Udhampur from km.
15.00 to km. 67.00 [Jammu Bypass - Udhampur] (Pkg No. NHDP-
II/BOT/VI/J&K)",16000,52370,32.7621822978333,74.9081744308333,32.8877207393333,75.0578023053333
603,A,Phase 1,Cycle 2,N_02006_06001_JK,N/02006/06001/JK,,"Rehabilatation, Strengthening and Four Laning of Chenani to Nashri Section of NH-1A from km 89.00 to 130.00 (New Alignment) including 9 km long (2 lane) escape Tunnel in the stste of Jammu-Kashmir",150930,161730,33.1318706223333,75.2964835478333,33.038079584,75.2782006835
604,A,Phase 1,Cycle 2,N_03008_02002_PB,N/03008/02002/PB,,4 PS Tallewal-Barnala section from existing km. 114 to km 136.07 of NH- 71 (New NH No. 703) including Barnala Bypass from existing km. 136.070 of NH-71 to existing km. 149.00 of NH-64,116600,146250,30.5297180471666,75.3884243461666,30.335832462,75.5330548741666
605,A,Phase 1,Cycle 2,N_06008_01001_PB,N/06008/01001/PB,,Bhatinda - Malout from km. 0.00 to km. 38.642,0,38770,30.2353239956667,74.8873935955,30.2041092333333,74.4892821323333
606,A,Phase 1,Cycle 2,N_04003_04002_PB,N/04003/04002/PB,N_04003_04001_PB,Faridkot-Kotkapura-Bathinda section of NH-15 (New NH.No 54) from existing Km 221.380 to Km 287.615,221380,287610,30.7118458715,74.8300837601667,30.2390904196667,74.933563461
607,A,Phase 1,Cycle 2,N_04003_04002_PB,N/04003/04002/PB,N_04003_03001_PB,O&M of 4 PS of Harike-Zira-Faridkot section from existing Km 166.925 to 221.380 of NH-15 (New NH-54),221380,287610,30.7118458715,74.8300837601667,30.2390904196667,74.933563461
608,A,Phase 1,Cycle 2,N_05035_02001_PB,N/05035/02001/PB,,Talwandi - Ferozepur,170380,194050,30.8472239698333,74.9102416146666,30.904908499,74.6753976126666
609,A,Phase 1,Cycle 2,N_05031_01005_PB,N/05031/01005/PB,N_05031_01002_PB,4 PS of Lambra – Shahkot section from existing Km. 12.000 to Km. 44.600 (Design Ch. From Km. 12.120 to Km. 45.500) including construction of Nakodar and Shahkot bypasses of NH- 71 (New NH-703),12120,45800,31.2296284805,75.517457636,31.0579725475,75.3248901838333
610,A,Phase 1,Cycle 2,N_08073_01001_PB,N/08073/01001/PB,,"4 of Pathankot-Amritsar from km 6.082
to km 108.502",0,103160,32.2710940276666,75.5904385949999,31.652305086,74.9249174178333
611,A,Phase 1,Cycle 2,N_09001_01014_PB,N/09001/01014/PB,N_09001_01001_PB,Four Laning of Jalandhar-Amritsar of NH 1 from 407.1 to km 456.1,407100,456100,31.4905502886666,75.3531347348333,31.6566738576666,74.9201459778333
612,A,Phase 1,Cycle 2,N_09002_01001_PB,N/09002/01001/PB,N_04003_01001_PB,Improvement of Amritsar Bypass by construction of additional structures and service road on NH-1 (km 448.510 - km 473.068),456100,490860,31.6565130141666,74.9202525248333,31.605832643,74.5849927856666
613,A,Phase 1,Cycle 2,N_09002_01001_PB,N/09002/01001/PB,,Amritsar - Wagah Border section of NH-1 from km 456.100 - km 492.030,456100,490860,31.6565130141666,74.9202525248333,31.605832643,74.5849927856666
614,A,Phase 1,Cycle 2,N_02007_04001_PB,N/02007/04001/PB,,Jalandhar-Pathankot (Punjab/J&K Border) (from Km. 4.23 to Km. 117.75/4.00 & km.4.00 to km. 16.35) of NH-44,4200,117750,31.3546437171667,75.5907086515,32.2791972138333,75.5928757616667
615,A,Phase 1,Cycle 2,N_08061_02001_PB,N/08061/02001/PB,,"4 of Phagwara -Rupnagar from km.
0.00 to km. 80.82 of NH-344A",0,80980,31.246987805,75.7378982013333,30.9832357433333,76.492006163
616,A,Phase 1,Cycle 2,N_02007_07001_PB,N/02007/07001/PB,,Laddowal Bypass (Km. 0.000) to (Km. 17.041) Linking with NH-95 with NH- 1 Via Laddowal Seed Farm of NH-95 in Punjab,0,17050,30.8953869243333,75.7993907886666,30.9840819001666,75.7915409808333
617,A,Phase 1,Cycle 2,N_08056_04001_UK,N/08056/04001/UK,,Chutmalpur Ganeshpur section and Roorkee Chutmalpur Gagalheri section,19550,184910,30.1362757713333,77.863100728,29.8116349811666,77.8785069663333
618,A,Phase 1,Cycle 2,N_06045_01001_HR,N/06045/01001/HR,,"Four Laning of Bhiwani-Hansi Road Section of NH-148B (Design Chainage Km. 0.000 to Km. 40.800, Length 40.800 Km.) Under Bharatmala Pariyojana in the State of Haryana on Hybrid Annuity Mode",150,40202,28.7999291346667,76.1890568508333,29.0811689321667,76.0079898038333
619,A,Phase 1,Cycle 2,N_03008_06002_HR,N/03008/06002/HR,,4-Laning of Jind-Gohana (Greenfield Pkg-I) section from Km. 0+000 to Km. 40+601 (length 40.601 Km.) of NH-352A in the states of Haryana under Bharatmala Pariyojana under NH (O) to be implemented on HAM,0,40660,29.3226654788333,76.3592259633333,29.1545652255,76.7218268295
620,A,Phase 1,Cycle 2,N_03008_06003_HR,N/03008/06003/HR,,4-Laning of Gohana-Sonipat (Pkg-2) Section from km 40.601 to km 78.837 (Length = 38.236km) of NH-352A in the state of Haryana under Bharatmala Pariyojana under NH (O) to be implemented on Hybrid Annuity Model (HAM),40601,78850,29.1220421243333,76.7336445051667,29.0397951308333,77.0697949021667
621,A,Phase 1,Cycle 2,N_06033_01001_HR,N/06033/01001/HR,,4-laning of Rohtak-Jind section from km.307+000 to km.347+800 of NH-71 and connecting link from Km.347.800 of NH-71 to km.9+400 of NH-71A (Balance work) on EPC mode under Bharatmala {Left out in NHDP) in the State of Haryana,307000,355600,29.2592208103333,76.3366971265,28.9379660043333,76.6076992755
622,A,Phase 1,Cycle 2,N_01004_01002_HR,N/01004/01002/HR,,Construction of four-lane Greenfield Delhi-Amritsar-Katra Expressway from Jassur Kheri on KMP Expressway to junction with Rohtak-Panipat road NH-709 near Rukhi Paani village (km. 0+000 to km. 34+000) on Hybrid Annuity Mode under Bharatmala Pariyojana in the State of Haryana,0,34130,28.7953878371667,76.8812200405,29.0469932445,76.6906002065
623,A,Phase 1,Cycle 2,N_01004_01003_HR,N/01004/01003/HR,,Construction of four-lane Greenfield Delhi-Amritsar-Katra Expressway junction with Rohtak-Panipat road (NH-709) near Rukhi Paani village to junction with Jind-Panipat road (NH-352A) near Gangana village (km. 34+000 to km. 60+800) on Hybrid Annuity Mode (HAM) under Bharatmala Pariyojana in the State of Haryana,34000,60800,29.046707014,76.6907924266667,29.2527343013333,76.5687404933333
624,A,Phase 1,Cycle 2,N_02007_10001_HR,N/02007/10001/HR,,8-laning of NH-44(Old NH-01) from Mukarba Chowk (Km 15.500) to Panipat (Km 86.000) on BOT (Toll) Basis in the state of Delhi & Haryana,15500,86000,28.7386496085,77.1543005501667,29.3519442365,76.9799734023333
625,A,Phase 1,Cycle 2,N_03008_02004_PB,N/03008/02004/PB,,Development to four lanes with paved shoulders of Moga-Tallewal section of NH-71 (New NH-703) from km 77.20 to km 114.00 in the state of Punjab on EPC mode,77200,116710,30.8280135298333,75.2136250798333,30.5293378391666,75.3886343965
626,A,Phase 1,Cycle 2,N_02007_08001_PB,N/02007/08001/PB,,4L Elevated section from Samrala Chowk (km 0.000) to Ludhiana Municipal Limit (Km. 12.951) of NH-95 in Punjab,1130,12650,30.9010040011667,75.8745822761667,30.8820989878333,75.7763219491667
627,A,Phase 1,Cycle 2,N_01004_01004_HR,N/01004/01004/HR,,Delhi-Amritsar-Katra Expressway (Phase-I Pkg-III) from Junction with Jind-Panipat road (NH-352A) near Gangana village to Junction with Jind-Karnal road (NH-709A) near Alewa village (Km 60+800 to Km 91+400),60800,91400,29.253085706,76.5685145985,29.4892669275,76.4129076675
628,A,Phase 1,Cycle 2,N_01004_01005_HR,N/01004/01005/HR,,Delhi-Amritsar-Katra Expressway (Phase-I Pkg-IV) from Junction with Jind-Karnal road (NH-709A) near Alewa village to Junction with Ambala-Kaithal-Hissar road (NH-152) near Kharak Pandwa village (Km 91+400 to Km 120+250),91400,120250,29.4898320105,76.4123801886667,29.7142356516667,76.2656547568333
629,A,Phase 1,Cycle 2,N_02007_06046_PB,N/02007/06046/PB,N_02007_06040_PB,Six/Four Laning of Ludhiana to Jalandhar section of NH-44 (Km. 352+000 to km. 387+100) in the state of Punjab.,352000,387100,31.2002369125,75.7732325598333,31.4011919953333,75.5268687623333
630,A,Phase 1,Cycle 2,N_02007_06050_PB,N/02007/06050/PB,N_02007_06046_PB,"Six/Four Laning of Khana to Ludhiana Section of NH-44 (From Chainage 272+000 To Chainage 352+000, Length: 80+000) in the state of Punjab",272000,352010,30.7036147821667,76.2239123183333,31.2001857781667,75.7732295105
631,A,Phase 1,Cycle 2,N_04040_04006_UK,N/04040/04006/UK,,6L with access control provision Saharanpur bypass to Ganeshpur section from 13.89 Km to 41.820 Km of Delhi- Dehradun Economic Corridor (package-2),13890,41820,29.9746547971667,77.6745065898333,30.1358665061667,77.8626208076667
632,A,Phase 1,Cycle 2,N_02005_02001_UP,N/02005/02001/UP,,Six Laning of Delhi - Agra Section of NH-44 From Km. 20.500 to Km. 200.200 (Length: 179.700),20500,200000,28.4732536868333,77.3057898221666,27.207112716,78.0291385146666
633,A,Phase 3,Cycle 1,N_04040_04006_UK,N/04040/04006/UK,,Six Laning along with Full Access Control Provisions in Stretches from Saharanpur Bypass to Ganeshpur Section of Delhi Dehradun Economic Corridor in the States of Uttar Pradesh and Uttarakhand on EPC Mode under Bharatmala Pariyojana Phase - 1 (Package-2),13890,41850,29.97458818,77.6744899713333,30.1363807943333,77.8631260315
634,A,Phase 3,Cycle 1,N_03003_02001_HR,N/03003/02001/HR,,6 of Gurgaon Sohna Pkg-II from existing Km.11.682 to existing km.24.40,9282,22132,28.3655392856666,77.0593629228333,28.251666722,77.0695398566666
635,A,Phase 3,Cycle 1,N_05006_01003_HR,N/05006/01003/HR,,Up-gradation of Four lane of Rewari-Ateli Mandi section of NH-11 km. 11.780 to Rewari to Ex. Km 43.445 near Ateli Mandi (designed length 30.45 km) as Feeder Route in the state of Haryana on Hybrid Annuity Mode (Pkg-III),0,30570,28.1945158335,76.5689245269999,28.1163724173333,76.2833018706666
636,D,Phase 2,Cycle 1,N_01003_01001_KA,N/01003/01001/KA,,"4L from Km 0.00 to Km 26.400 (along with 0.7 km approach towards NH-207 with interchange on NH-4 at start point) of Bangalore to Malur section of Bangalore-Chennai Expressway(NE-7)(Phase-I, Package-I)",-700,26390,13.0903026608653,77.8220782126927,13.0354341269873,78.0242263677938
637,D,Phase 2,Cycle 1,N_04027_02001_KA,N/04027/02001/KA,,AP/KNT border-Mulbagal,216912,239290,13.1939472944028,78.5502118960211,13.1579075808165,78.3709764194007
638,D,Phase 2,Cycle 1,N_04002_03001_KA,N/04002/03001/KA,,Kundapur (Km.283.300) to Surathkal (Km358.686) and Nantoor (Km.1.900) to Talapady (Km.17.200),1900,358190,12.8839703288071,74.8638262404233,13.0139899003436,74.7928858999041
639,D,Phase 2,Cycle 1,N_02004_30001_TN,N/02004/30001/TN,,6 laning of Balance Work of Chennai - Tada from km. 21.40 to km. 54.40,21400,54390,13.2149853148792,80.1699346378407,13.49346783299,80.0989310660632
640,D,Phase 2,Cycle 1,N_08070_01002_TN,N/08070/01002/TN,,"Balance works of four lane from km 43.950 (Thiruvallur Bypass) to km 61.470 (Veppampattu Bypass) passing through Thannerkulam, Thozur and Sevapet Bypass (17.520 kms) of Tirupathi- Tiruttani- Chennai section of NH 205",43950,61460,13.1428969517239,79.8848380188743,13.1255536163324,80.0172593400621
641,D,Phase 2,Cycle 1,N_02011_02001_TN,N/02011/02001/TN,,Thumbipadi-Namakkal from km. 180.00 to km. 248.625 (Package No. NS-2/BOT/TN-02),180000,248610,11.8139156918455,78.0623528998922,11.2630796462298,78.1655261154255
642,D,Phase 2,Cycle 1,N_08049_02001_TN,N/08049/02001/TN,,Kallagam (km.38.700) to Meensurutti (Km.98.433) of NH-227 in Tamil Nadu,229700,289420,11.0312495160563,79.0049292680169,11.2058528836405,79.4668453401085
643,D,Phase 2,Cycle 1,N_08049_03002_TN,N/08049/03002/TN,,Meensurutti (Km.98.433) to Chidambaram (Km.129.965) of NH-227,93500,173490,10.0423525724284,78.7581204865636,9.38988986821327,78.8526145810295
644,D,Phase 2,Cycle 1,N_08047_02001_TN,N/08047/02001/TN,,Karaikudi - Ramanathapuram section from Km.94/000 to Km.174/000 including 500 m on SH 35,93500,173490,10.0423525724284,78.7581204865636,9.38988986821327,78.8526145810295
645,D,Phase 2,Cycle 1,N_04022_05001_TN,N/04022/05001/TN,,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 (Pkg VI-C),287731,326141,11.082625886346,78.823682407557,10.7852654877692,78.6919382689886
646,D,Phase 2,Cycle 1,N_05007_02001_TN,N/05007/02001/TN,,Trichy (135.800) to Karur (218.000) section of NH-67 - Trichy Bypass,154400,217960,10.8790200803183,78.584831854066,10.9291940744132,78.0544252949244
647,D,Phase 2,Cycle 1,N_01003_08002_TN,N/01003/08002/TN, N_01003_08002_TN, N_01003_08002_TN,2025-12-22 00:00:00,2025-12-22 00:00:00,Link,Link,No,13800.0
648,D,Phase 2,Cycle 1,N_08019_02002_TN,N/08019/02002/TN,,Four Laning of Puducherry (Km 29+000) to Poondiyankuppam (Km 67+000) section of NH-32 (Old NH-45A),29000,67140,11.9029267589039,79.7108036813281,11.6334691980937,79.7329652543713
649,D,Phase 2,Cycle 2,N_08019_02002_TN,N/08019/02002/TN,,Four Laning of Puducherry (Km 29+000) to Poondiyankuppam (Km 67+000) section of NH-32 (Old NH-45A),29000,66990,11.9028007978475,79.7111466367711,11.6335377690755,79.7329953977486
650,D,Phase 2,Cycle 1,N_04029_08001_KA,N/04029/08001/KA,,B.C. Road - Padil (Suratkal-Nantur)(New Mangalore Port),0,375290,12.8839540819226,74.863934704106,12.8840407548045,74.8637691131263
651,D,Phase 2,Cycle 1,N_04002_23002_TN,N/04002/23002/TN,,Operation and Maintenance of 4L of Nagercoil – Kavalkinaru section from Km.0+000 to Km. 16.276 ,0,16180,8.19625651614681,77.4429333549219,8.26173839696064,77.5667410334793
652,D,Phase 2,Cycle 1,N_06016_01001_KA,N/06016/01001/KA,, Entire NH (Two Laning with paved shoulder from Km.0.000 to Km.45.878 of Aurad – Bidar section of NH-161A under Bharatmala Pariyojna in the state of Karnataka on EPC mode),0,45570,18.3127755383685,77.4298682863833,17.9301644297417,77.5171285035965
653,D,Phase 1,Cycle 2,N_02010_04005_AP,N/02010/04005/AP,,Routine Maintenance including Incident Management for Operation and Maintenance of Hyderabad – Bangalore section-3 from Km 377.000 to Km 462.164 of NH-44 (Total length 85.164 Km) in the state of Andhra Pradesh,377000,462160,14.486169272333,77.630761440833,13.8120372655,77.7512775695
654,D,Phase 1,Cycle 2,N_02010_04006_AP,N/02010/04006/AP,,Periodical Renewal of balance section of the project stretch including renewal of service road/slip road from Km 294.000 to Km 377.000 on Hyderabad - Bangalore section - 2 of NH 44,294000,377070,15.175569349333,77.685486319,14.486096799667,77.630739012
655,D,Phase 1,Cycle 2,N_02010_04007_AP,N/02010/04007/AP,,Routine Maintenance including Incident Management for Operation and Maintenance of Hyderabad – Bangalore section-1 from Km 211.000 to Km 294.000 of NH-44 (Total length 83 Km) in the state of Andhra Pradesh,211000,294000,15.805533328167,78.034347982833,15.175943102167,77.6856996195
656,D,Phase 1,Cycle 2,N_02004_13002_AP,N/02004/13002/AP,,"Icchapuram - Narsannapeta (km
 484.000 to km 580.700) under TOT Bundle - 1",476600,580700,19.093753488667,84.679923295167,18.429348795,84.059165184833
657,D,Phase 1,Cycle 2,N_04008_05001_AP,N/04008/05001/AP,,Four Laning of Kadapa (167.750) to Kurnool (356.502) of NH-40 (Old NH-18),167750,356500,14.508550955667,78.7921585735,15.761614131,78.020171880167
658,D,Phase 1,Cycle 2,N_02004_14001_AP,N/02004/14001/AP,,6 L of Narasannapeta - Ranastalam,580671,629951,18.429082585,84.058831438833,18.219168740667,83.702699638667
659,D,Phase 1,Cycle 2,N_02004_17001_AP,N/02004/17001/AP,,O&M of Anandapuram - Visakhapatnam - Anakapalle,682980,741250,17.8950278805,83.378101598667,17.689012391667,83.0304222795
660,D,Phase 1,Cycle 2,N_02004_18003_AP,N/02004/18003/AP,,Ankapalli - Annavaram (Tuni) from km. 741.255 to km. 830.525 under TOT Bundle - 1,741255,830520,17.682705447333,83.0276332485,17.269776728833,82.400109763167
661,D,Phase 1,Cycle 2,N_2004_21002_AP,N/2004/21002/AP,N_02004_21002_AP,"Siddhantham - Gundugolanu from km. 950.542 to km. 1022.494
 under TOT Bundle - 1",950542,1022485,16.685541377333,81.8075128135,16.786625115333,81.226642583167
662,D,Phase 1,Cycle 1,N_09052_01004_AP,N/09052/01004/AP,N_09052_01001_AP,Rehabilitation & Upgradation of existing NH-565 from Km 425+400 to Km 509+400 (Penchalakona to Yerpedu Section) to two lane with paved shoulders in the State of Andhra Pradesh under NHDP-IV EPC basis,425400,509300,14.342296569333,79.443657869167,13.707315024167,79.596618008667
663,D,Phase 1,Cycle 2,N_02004_24001_AP,N/02004/24001/AP,,Six laning of Vijayawada bypass from Chinna Avutupalli Gollapudi of NH-16 (Pkg-III),1200,30000,16.555318276333,80.819105919333,16.548547156833,80.565818970667
664,D,Phase 1,Cycle 2,N_09053_01002_AP,N/09053/01002/AP,,4 of Vijayawada to Machilipatnam from Km. 0.000 to Km. 63.800 of Old NH-09 (New NH-65),0,64610,16.497780881333,80.654181621833,16.189911135,81.122961876833
665,D,Phase 1,Cycle 2,N_09095_01009_AP,N/09095/01009/AP,," Short-Term Maintenance contract (One year) and Routine Maintenance Including Incident Management of Chunchuluru to Nellore Section from km 652.200 to 738.520(Designed length 86.320 km) on NH-67
652+200 TO 738+520",652200,738520,14.651377368167,79.2783517335,14.478444342833,79.990333034833
666,D,Phase 1,Cycle 2,N_09051_03002_AP,N/09051/03002/AP,N_09051_03001_AP,Davulapalli to Markapuram section of NH-565,154900,198720,16.140931228167,79.333020639333,15.7955788525,79.257084539167
667,D,Phase 1,Cycle 2,N_02004_28007_AP,N/02004/28007/AP,,"Badvel to chunchuluru section from Km. 628.555 to Km. 652.200 (2L, length 23.645 Km) of NH-67.",1366547,1382830,14.507067274833,79.994954904833,14.396791892833,79.952771413833
668,D,Phase 1,Cycle 2,N_02004_28007_AP,N/02004/28007/AP,N_02004_28008_AP,Operation & Maintenance of Nellore Bypass from Km.1366.547 to Km.1383.713 (Excluding from Km.1379.340 to Km.1380.957 & from Km.1382.690 to Km.1383.713) (14.526 Km) section of NH-16 in the state of Andhra Pradesh,1366547,1382830,14.507067274833,79.994954904833,14.396791892833,79.952771413833
669,D,Phase 1,Cycle 2,N_02004_29002_AP,N/02004/29002/AP,,4 of Tada - Nellore from Km. 52.800 to 163.600 (110.52 km.),54383,165180,13.493183238333,80.098969033,14.394380418,79.943529605833
670,D,Phase 1,Cycle 2,N_04027_06001_AP ,N/04027/06001/AP ,N_04027_06001_AP,Six-Laning of NH-71 from Renigunta (Design Km 0.000 / Existing Km 124.600 of NH-71) to Naidupeta (Design Km 57.046 / Existing Km 183+400 of NH-71) under Bharatmala Pariyojana on Hybrid Annuity Mode,0,57040,13.615835167167,79.507006027167,13.902840662833,79.909294927333
671,D,Phase 1,Cycle 2,N_04027_04001_AP,N/04027/04001/AP,,Chittor (Design Km 0.000- Existing Km 158.000 of NH-4) to Mallavaram (Design Km 61.128- Existing Km 41.800 of NH-140),0,60520,13.197807652667,79.065315976,13.593169866167,79.346622358167
672,D,Phase 1,Cycle 2,N_08006_06001_AP,N/08006/06001/AP,,4 of Kathipudi to start of Kakinada bypass from Km 0.000 to Km 27.500 of NH-214 (New NH-216),0,27550,17.242790945,82.342965305333,17.042193709167,82.250356053
673,D,Phase 1,Cycle 2,N_02004_20003_AP,N/02004/20003/AP,,Diwancheruvu - Siddhantham from km. 901.500 to km. 950.542 under TOT Bundle - 1,901500,950550,17.048314357333,81.851475100167,16.6853428295,81.8072759605
674,D,Phase 1,Cycle 2,N_09051_03002_AP,N/09051/03002/AP,N_09051_01002_AP,Markapuram to Vaggampalli section of NH-565,154900,198720,16.140931228167,79.333020639333,15.7955788525,79.257084539167
675,D,Phase 1,Cycle 2,N_09051_01003_AP,N/09051/01003/AP,,Rehabilitation and upgradation of Vaggampalli to Dornala T-Junction Section of NH-565 from km.294.0 to 361.327 (Two lane with paved shoulder),293266,359486,15.1550453495,79.438828148167,14.691543965833,79.185227992
676,D,Phase 1,Cycle 2,N_02004_28001_AP,N/02004/28001/AP,,Chilakaluripet (1182.802) to Nellore (1366.547) of NH16 in Andhra Pradesh,1182802,1366540,16.027980510833,80.128179879167,14.507283461,79.994871656667
677,D,Phase 1,Cycle 2,N_02004_26002_AP,N/02004/26002/AP,,"Six Laning Of Chilkaluripet Vijaywada Section from km
 355.00 to km 434.15",355000,437988,16.0279431895,80.128059156833,16.500179208333,80.6367706195
678,D,Phase 1,Cycle 2,N_08006_02001_AP,N/08006/02001/AP,,Two laning with Paved Shoulders of Giddalur - Vinukonda Section NH-544D on HAM,0,322793,15.809030801,79.263083722167,16.0170824635,79.703686356667
679,D,Phase 1,Cycle 2,N_02004_27002_AP,N/02004/27002/AP,,Chilakaluripet Bypass project,0,16380,16.045881123833,80.139325605667,16.156327193333,80.2103303765
680,D,Phase 1,Cycle 1,N_02004_29002_AP,N/02004/29002/AP,,4 of Tada - Nellore from Km. 52.800 to 163.600 (110.52 km.),54383,165180,13.493179171667,80.098995129833,14.394231460333,79.943399849833
681,D,Phase 1,Cycle 2,N_04018_05004_AP,N/04018/05004/AP,,Development of six lane Korlam- Kantakpalle section of NH-130CD (Pkg-III),421100,444800,18.162076557333,83.262635939333,17.964440689333,83.202909276667
682,D,Phase 1,Cycle 2,N_04018_05005_AP,N/04018/05005/AP,,Development of Six Lane Kantakapalle – Sabbavaram Section of NH-130CD Road from Km 445.100 to Km 464.662 under Raipur – Visakhapatnam Economic Corridor in the state of Andhra Pradesh under Bharatmala Pariyojana on Hybrid Annuity Mode (Pkg-4),447370,464500,17.947193108333,83.18653457,17.8053854495,83.143507020833
683,D,Phase 1,Cycle 2,N_04018_05003_AP,N/04018/05003/AP,,Development of Six Lane Jakkuva – Korlam Section of NH-130CD Road from km 396.800 to km 421.100 under Raipur – Visakhapatnam Economic Corridor in the state of Andhra Pradesh under Bharatmala Pariyojana on Hybrid Annuity Mode (Pkg 2),396800,421100,18.37701861,83.263701186667,18.162057126,83.262644184333
684,D,Phase 1,Cycle 2,N_02004_19003_AP,N/02004/19003/AP,,"Annavaram - Diwancheruvu (km
 830.525 to km 901.500) under TOT Bundle - 1",830525,901495,17.269736790167,82.400353607333,17.048389582333,81.851742776167
685,D,Phase 1,Cycle 2,N_04010_03001_CG,N/04010/03001/CG,,"Sargaon (91.026) to Bilaspur (126.525) of NH-200 (New 130)
 in Chhattisgarh",91026,126516,21.896336553167,81.9731632135,22.0218691235,82.225081253167
686,D,Phase 1,Cycle 2,N_09081_01001_CG,N/09081/01001/CG,,"Bilaspur-Pathrapalli from km.
 0.00 to km. 53.30",0,53300,21.991159155167,82.067566102,22.2973403725,82.310695279
687,D,Phase 1,Cycle 2,N_04001_19001_CG,N/04001/19001/CG,,Raipur - Aurang from km. 239.00 to km. 281.00,238535,281000,21.198083255833,81.945781887667,21.256046007333,81.573995837167
688,D,Phase 1,Cycle 2,N_04001_18001_CG,N/04001/18001/CG,,Durg Bypass,308600,326600,21.200853261167,81.3223447135,21.151295017667,81.2062636295
689,D,Phase 1,Cycle 2,N_04001_17001_CG,N/04001/17001/CG,,"End of Durg Bypass - MH/CG
 Border from km. 322.40 to km. 405.00",322400,405000,21.151287674167,81.2062594195,21.074527247,80.44765755
690,D,Phase 1,Cycle 2,N_02010_05001_KA,N/02010/05001/KA,,AP/ Karnataka Border - Devanhalli,462174,534830,13.8118298055,77.751342957,13.207645160167,77.668988605667
691,D,Phase 1,Cycle 2,N_02003_04001_KA,N/02003/04001/KA,,Silk Board Junction (Bangalore) to TN Border (Hosur),9500,18700,12.9092810535,77.6275937245,12.841335798167,77.675927143667
692,D,Phase 1,Cycle 2,N_08007_02901_KA,N/08007/02901/KA,N_08007_02001_KA,4 laning of Bijapur-Hungund Section of NH-13 from km 102.00 to km 202.00,225800,323050,16.8024519775,75.734756882167,16.029482156,76.075358150333
693,D,Phase 1,Cycle 2,N_02002_16001_KA,N/02002/16001/KA,,Chitradurga - Davanagere including Chitradurga bypass of NH-48 (Old NH-4),2146838,2219538,14.4328012275,75.918820659667,14.170304414667,76.471894572167
694,D,Phase 1,Cycle 2,N_02002_12001_KA,N/02002/12001/KA,,"Six laning of Belgaum - Dharwad section of NH-4 from km 433.00
 to km 515.00",433000,515000,15.490926983167,74.9697572485,15.958019670667,74.5144500135
695,D,Phase 1,Cycle 2,N_04007_12003_KA,N/04007/12003/KA,,"MH/KNT Border to Sangareddy Section from km. 433.00 to km.
 515.00 of NH-65",352188,497168,17.828809186,76.791165749333,17.589626310833,78.079633633667
696,D,Phase 1,Cycle 2,N_08007_03001_KA,N/08007/03001/KA,,4/6 Laning of Hungund - Hospet from km. 323.00 to km. 420.00 of Old NH-13 (NH-50),323021,421000,16.029469704,76.075359648667,15.237439357,76.359992171667
697,D,Phase 1,Cycle 2,N_04036_04001_KA,N/04036/04001/KA,,Four laning of Hubli-Hospet Section of NH-63 from Km.128.850 to Km.272.571 under NHDP-IVB,128850,272610,15.312462953333,75.096236601,15.326524727833,76.296802165167
698,D,Phase 1,Cycle 2,N_02013_13002_KL,N/02013/13002/KL,N_02013_13003_KL,NH Connectivity to ICTT Vallarpadam,0,17120,10.064431854833,76.3264326115,9.984426499,76.247084274167
699,D,Phase 1,Cycle 2,N_02013_08001_KL,N/02013/08001/KL,,"4 of Walayar to Vadakkanchery from Km 182.250 to Km 240 (Section NS2/BOT/KL-02) of NH
 544",182207,236130,10.852835630667,76.843140087167,10.5952353875,76.483147048667
