S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
511,A,Phase 1,Cycle 1,N_01005_01009_HR,N/01005/01009/HR,,"Monetization of Public Funded operational National Highway Projects under Tolling, Operation, Maintenance and Transfer (ToT) – Bundle-7",1000,136000,28.9167423718333,77.1151875131667,28.098019886,77.325822452
512,A,Phase 1,Cycle 1,N_04032_02006_HR,N/04032/02006/HR,N_04032_02004_HR,4 of Rohtak - Hisar section from km. 87.00 to km. 170.00 on NH-10 including connecting link from km. 87.000 (NH-10) to km. 348.000 (NH- 71),1000,182660,28.9179337266667,76.4634078266667,29.179940296,75.7087592443333
513,A,Phase 1,Cycle 1,N_05006_01002_HR,N/05006/01002/HR,,Narnaul Bypass & Ateli Mandi to Narnaul section of NH-11 km 43.445 to km 56.900,-50,3360,27.9976049618333,76.102346638,28.0020133006667,76.1361551033333
514,A,Phase 1,Cycle 1,N_05006_01001_HR,N/05006/01001/HR,,Paniyala Mor (NH-48 Jn) to Narnaul Sec. of NH-148B & Narnaul to Pacheri Kalan Sec. of NH-11 (Pkg-I),0,31290,27.7832264545,76.2316368991667,27.9987285936667,76.1203136286667
515,A,Phase 1,Cycle 1,N_03003_02001_HR,N/03003/02001/HR,,6 of Gurgaon Sohna Pkg-II from existing Km.11.682 to existing km.24.40,11682,24532,28.3654803556667,77.059366843,28.2517848035,77.0695051938333
516,A,Phase 1,Cycle 1,N_04032_01007_HR,N/04032/01007/HR,N_04032_01001_HR,Delhi/ Haryana Border to Rohtak section including Bahadurgarh and Rohtak by-passes from km. 29.70 to km. 87.00,29650,93160,28.6889564183333,76.953945958,28.920484479,76.4598744268333
517,A,Phase 1,Cycle 1,N_08058_02001_HR,N/08058/02001/HR,,Four Laning of Rohna/ Hassangarh section from Km.44.800 to km.80.250 (Package-2),44800,80280,28.8457215323333,76.8632193186667,28.6232634295,76.6652685018333
518,A,Phase 1,Cycle 1,N_05021_02006_HR,N/05021/02006/HR,N_05021_02001_HR,Rohtak - Bawal section NH-71 from km.363.300 (Design km.363.300) to km.450.800 (design km.445.883),363300,447020,28.8384958408333,76.6009636145,28.1663031816667,76.6937670048333
519,A,Phase 1,Cycle 1,N_05021_01004_HR,N/05021/01004/HR,N_05021_01001_HR,Rohtak-Panipat Section of NH-71A from Km. 0.00 to Km. 80.858,0,80850,28.8461182996667,76.6757644076667,29.3307402258333,76.9852560741667
520,A,Phase 1,Cycle 1,N_08058_01001_HR,N/08058/01001/HR,,UP/HR Border - Sonepat - Jhajjar,0,40220,28.9864041983333,77.1972307256667,28.8449671483333,76.8614954733333
521,A,Phase 1,Cycle 1,N_08004_02004_HR,N/08004/02004/HR,N_08004_02001_HR,Ambala (Km 50.860) to Pehowa (Km 95.383) of NH-65 in Haryana (Package-2),46000,95470,30.055348235,76.6466193453333,29.7332241345,76.4093346691666
522,A,Phase 1,Cycle 1,N_03009_01002_HR,N/03009/01002/HR,,"Ismailabad - Narnaul (Pkg- 01) (Ch. 0+000 to Ch. 23+000) [Ismailabad to Junction with Karnal-Pehowa road
(SH-9) near Dhand]",0,23000,30.0574881215,76.650183142,29.8497748521667,76.6380123716667
523,A,Phase 1,Cycle 1,N_03009_01003_HR,N/03009/01003/HR,,Ismailabad - Narnaul (Pkg- 02) (Ch. 23+000 to 56+000) [Junction with Karnal-Pehowa road (SH-9) near Dhand village to Junction with Kaithal- Safidon (SH-11) road near Rajound],23000,56000,29.8504204371667,76.6384123936667,29.5645513813333,76.540188944
524,A,Phase 1,Cycle 1,N_03009_01004_HR,N/03009/01004/HR,,Ismailabad - Narnaul (Pkg- 03) (Ch. 56+000 to 80+000) [Junction with Kaithal-Safidon road (SH-11) near Rajound to Junction with Jind-Safidon road (SH-14) near Kheri village],56000,80000,29.567332801,76.541577747,29.3560162491667,76.4801294446667
525,A,Phase 1,Cycle 1,N_03009_01005_HR,N/03009/01005/HR,,Ismailabad - Narnaul (Pkg- 04) (Ch. 80+000 to 108+000) [Junction with Jind-Safidon road (SH-14) near Kheri village to Junction with NH-352 (Jind- Gohana section) near Julana],80000,108060,29.3579218786667,76.4802348638333,29.1077302458333,76.4357640056667
526,A,Phase 1,Cycle 1,N_03009_01006_HR,N/03009/01006/HR,,"Ismailabad - Narnaul (Pkg- 05) (Ch. 108+000 to 131+000) [Junction with NH-352 (Jind-Gohana) near Julana to
Junction with NH-9 (Rohtak-Jind section) near Kharkara]",108000,131000,29.110065614,76.4378470661667,28.913112961,76.3705252666667
527,A,Phase 1,Cycle 1,N_03009_01007_HR,N/03009/01007/HR,,"Ismailabad - Narnaul (Pkg- 06) (Ch. 131+000 to 165+000) [Junction with NH-9 (Rohtak-Jind section) near Kharkara to Junction with NH-334B
(Charkhi Dadri-Jhajjar section) near Charkhi Dadri]",140660,141000,28.8301154456667,76.3488993185,28.8270319645,76.3490088901667
528,A,Phase 1,Cycle 1,N_03009_01008_HR,N/03009/01008/HR,,"Ismailabad - Narnaul (Pkg- 07) (Ch. 165+0 to 200+0) [Junction with NH- 334B (Charkhi Dadri-Jhajjar section) near Charkhi Dadri to Junction with Rewari-Kanina road (SH-24) near
Kanina]",165000,200000,28.6169088121667,76.3062006123333,28.3127942396667,76.2253284816667
529,A,Phase 1,Cycle 1,N_03009_01009_HR,N/03009/01009/HR,,"Ismailabad - Narnaul (Pkg- 08) (Ch. 200+000 to 227+020) [Junction with Rewari-Kanina road (SH-24) near
Kanina to Narnaul]",200000,227020,28.3125220853333,76.2252679176667,28.0870757903333,76.1459282516667
530,A,Phase 1,Cycle 1,N_08004_03001_HR,N/08004/03001/HR,,Kaithal to Rajasthan border from Design Ch. Km. 0.50 to Km. 165.759,-500,165820,29.7332162958333,76.409319329,28.7682764655,75.5173073115
531,A,Phase 1,Cycle 1,N_03008_04005_HR,N/03008/04005/HR,N_03008_04001_HR,Punjab/ Haryana border Jind section from km 238.695 to km 307.000 of NH 71,19,292719,29.3497372541666,76.293498095,29.3503226606666,76.2932617626666
532,A,Phase 1,Cycle 1,N_05006_01004_HR,N/05006/01004/HR,,Construction of Proposed Rewari Bypass(Design Length 14.4 km) NH-11 as a Feeder Route in the state of Haryana on Hybrid Annuity,-920,14420,28.1865667931667,76.6658486015,28.1941729648333,76.5652983361667
533,A,Phase 1,Cycle 1,N_08074_03002_HR,N/08074/03002/HR,,"Construction/Improvement of Dharuhera-Bhiwadi link road (NH 919, Old NH 71B) to 4-Lane with Paved shoulder along with Both side Service Road, starting from NH-48 (km 67.820) upto km 22.400 of NH-919 (4.3 km length) on EPC Mode under NH(O) in the State of Haryana.",-333,68510,28.2110831318333,76.8367181155,28.2355679221667,76.8078419261667
534,A,Phase 1,Cycle 1,N_01001_01001_HR,N/01001/01001/HR,,Delhi - Vadodara Expessway (Pkg 01) Starting at Sohna - Gurugram Road (NH-248A) Near Alipur Village and Ends at CH: 18+461 Before KMP Expressway (CH. 0+000 TO CH. 18+461),0,18500,28.2999370013333,77.0670872108333,28.1692295985,77.1492439321667
535,A,Phase 1,Cycle 1,N_01001_02002_HR,N/01001/02002/HR,,Delhi - Vadodara Expessway (Pkg 02) Sarting before KMP Expressway and End at CH: 47+000 Near Khanpur Ghati (KM 18+500 to 47+000),18500,47010,28.1692906641667,77.1492191788333,27.924785922,77.0779454636667
536,A,Phase 1,Cycle 1,N_01001_02003_HR,N/01001/02003/HR,,Delhi - Vadodara Expessway (Pkg 03) Starting From Ch: 47+000 near Khanpur Ghati and ends at Haryana- Rajasthan Border (KM 47+000 to 78+800),47000,78860,27.9247906745,77.0779486106667,27.6587639146667,76.9649617626667
537,A,Phase 1,Cycle 1,N_01001_03002_RJ,N/01001/03002/RJ,,"Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-04) (Ch. 78+800 to
Ch. 115+700) [HR/Raj Border to Jn. with SH-44]",78800,115700,27.6586667436667,76.964921752,27.3665607755,76.7947008211667
538,A,Phase 1,Cycle 1,N_01001_03003_RJ,N/01001/03003/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-05) (Ch.115+700 to Ch. 151+840) [Jn. at SH-44 to Jn. Keshopura road],115700,151840,27.370158909,76.79620354,27.0807994063333,76.6490843531667
539,A,Phase 1,Cycle 1,N_03003_01001_HR,N/03003/01001/HR,,Six laning & Strengthening of NH-248A From Existing Km 2+740 (Rajiv Chowk) to Km 11+682 in Gurugram under NHDP- IV on hybrid annuity Mode in the state of Haryana,340,9310,28.4425421411667,77.0340692888333,28.3654943283333,77.059341691
540,A,Phase 1,Cycle 1,N_02006_06001_JK,N/02006/06001/JK,,"Rehabilatation, Strengthening and Four Laning of Chenani to Nashri Section of NH-1A from km 89.00 to 130.00 (New Alignment) including 9 km long (2 lane) escape Tunnel in the stste of Jammu-Kashmir",150930,161730,33.1319387901667,75.2964905726667,33.0375786063333,75.2781575376667
541,A,Phase 1,Cycle 1,N_02006_03001_JK,N/02006/03001/JK,,Banihal (Km 189.350) to Quazigund (KM 220.700),189350,205550,33.4404506745,75.1908685606667,33.5750968985,75.1841131106667
542,A,Phase 1,Cycle 1,N_08073_01001_PB,N/08073/01001/PB,,"4 of Pathankot-Amritsar from km 6.082
to km 108.502",0,103000,32.2711045605,75.5904376975,31.6503499973333,74.924130609
543,A,Phase 1,Cycle 1,N_09002_01001_PB,N/09002/01001/PB,,Amritsar - Wagah Border section of NH-1 from km 456.100 - km 492.030,456100,490900,31.6568235321667,74.920057327,31.6058246511667,74.5848773613333
544,A,Phase 1,Cycle 1,N_09001_01014_PB,N/09001/01014/PB,N_09001_01001_PB,Four Laning of Jalandhar-Amritsar of NH 1 from 407.1 to km 456.1,387100,407110,31.4017470085,75.5264510313333,31.4907565178333,75.3526777663333
545,A,Phase 1,Cycle 1,N_09002_01001_PB,N/09002/01001/PB,N_04003_01001_PB,Improvement of Amritsar Bypass by construction of additional structures and service road on NH-1 (km 448.510 - km 473.068),456100,490900,31.6568235321667,74.920057327,31.6058246511667,74.5848773613333
546,A,Phase 1,Cycle 1,N_09001_01014_PB,N/09001/01014/PB,N_09001_01002_PB,"Six Laning of Jalandhar - Amritsar Section of NH-1 from Km.387.100 to
Km.407.100 (Bidhipur Dhilwan)",387100,407110,31.4017470085,75.5264510313333,31.4907565178333,75.3526777663333
547,A,Phase 1,Cycle 1,N_06008_01001_PB,N/06008/01001/PB,,Bhatinda - Malout from km. 0.00 to km. 38.642,0,38700,30.2353230723333,74.8873684735,30.2042073038333,74.4896161543333
548,A,Phase 1,Cycle 1,N_04003_04002_PB,N/04003/04002/PB,N_04003_03001_PB,O&M of 4 PS of Harike-Zira-Faridkot section from existing Km 166.925 to 221.380 of NH-15 (New NH-54),168400,225320,31.122639495,74.9560209946667,30.6917087128333,74.7938169975
549,A,Phase 1,Cycle 1,N_05012_02021_PB,N/05012/02021/PB,N_05012_02005_PB,Improvement and Routine maintenance of 4 Sangrur Bypass to Patiala Bypass from km 69.280 to km 110.720 of NH-64 (New NH-07),233445,275195,30.2468373295,75.8967889205,30.304645473,76.3168193885
550,A,Phase 1,Cycle 1,N_08061_02001_PB,N/08061/02001/PB,,"4 of Phagwara -Rupnagar from km.
0.00 to km. 80.82 of NH-344A",0,80850,31.2469233526667,75.7378243455,30.9830899021667,76.4924133143333
551,A,Phase 1,Cycle 1,N_05031_01005_PB,N/05031/01005/PB,N_05031_01002_PB,4 PS of Lambra – Shahkot section from existing Km. 12.000 to Km. 44.600 (Design Ch. From Km. 12.120 to Km. 45.500) including construction of Nakodar and Shahkot bypasses of NH- 71 (New NH-703),12100,45500,31.2291601573333,75.5172202301667,31.0591759426667,75.3254674993333
552,A,Phase 1,Cycle 1,N_04003_04002_PB,N/04003/04002/PB,N_04003_04001_PB,Faridkot-Kotkapura-Bathinda section of NH-15 (New NH.No 54) from existing Km 221.380 to Km 287.615,168400,225320,31.122639495,74.9560209946667,30.6917087128333,74.7938169975
553,A,Phase 1,Cycle 1,N_02007_04001_PB,N/02007/04001/PB,,Jalandhar-Pathankot (Punjab/J&K Border) (from Km. 4.23 to Km. 117.75/4.00 & km.4.00 to km. 16.35) of NH-44,4200,117770,31.3547543775,75.590730747,32.2783639016667,75.5925942285
554,A,Phase 1,Cycle 1,N_03008_02002_PB,N/03008/02002/PB,,4 PS Tallewal-Barnala section from existing km. 114 to km 136.07 of NH- 71 (New NH No. 703) including Barnala Bypass from existing km. 136.070 of NH-71 to existing km. 149.00 of NH-64,114000,146230,30.5518821588333,75.3799179063333,30.3358338943333,75.5336632176667
555,A,Phase 1,Cycle 1,N_05035_02001_PB,N/05035/02001/PB,,Talwandi - Ferozepur,170380,194120,30.8472013055,74.910409989,30.9050785291667,74.6750802545
556,A,Phase 1,Cycle 1,N_08056_04001_UK,N/08056/04001/UK,,Chutmalpur Ganeshpur section and Roorkee Chutmalpur Gagalheri section,19550,184885,30.1363435373333,77.8631749908333,29.8115749123333,77.8787611825
557,A,Phase 1,Cycle 2,N_06037_03001_HR,N/06037/03001/HR,,Saha - Shahbad from Km. 14.840 to Km. 31.760,14840,30970,30.3003155423333,76.96872127,30.194376037,76.8670273825
558,A,Phase 1,Cycle 2,N_06037_02007_HR,N/06037/02007/HR,N_08056_02002_HR,Four Laning of UP/Haryana Border-Yamunanagar-Saha-Barwala-Panchkula Section of NH-73 (New NH-344) from Km. 70.830 to Km. 124.000 in the State of Haryana (Package-1),70830,124080,30.070262611,77.3501641651667,30.3192144355,76.9778414278333
559,A,Phase 1,Cycle 2,N_06037_02006_HR,N/06037/02006/HR,N_06037_01001_HR,Four Laning of UP/Haryana Border-Yamunanagar-Saha-Barwala-Panchkula Section of NH-73 (New NH-344) from Km. 124.000 to Km. 176.400 in the State of Haryana (Package-2),124000,176480,30.3192686953333,76.9778393141666,30.6996765933333,76.871970659
560,A,Phase 1,Cycle 2,N_06012_01001_PB,N/06012/01001/PB,,Ambala - Chandigarh from km. 5.735 to km. 39.960 of Old NH-22 and km.0.000 to km. 0.870 of Old NH-21,0,39995,30.6586988668333,76.8205874106667,30.6604961893333,76.8292572385
561,A,Phase 1,Cycle 2,N_08061_01001_PB,N/08061/01001/PB,,"Chandigarh (km.0.000) to Kharar
(km10.185) of NH-21 and NH-95 in Punjab",0,10190,30.7431019156666,76.722367218,30.7608768881666,76.6316134438333
562,A,Phase 1,Cycle 2,N_08078_01001_PB,N/08078/01001/PB,,"Kharar Km. 10.185 (Design Chainage) to Samrala Chowk, Ludhiana Km
86.199 (Design Chainage) In the State Of Punjab",10185,86205,30.7545829231667,76.629560295,30.9105434606667,75.8797991405
563,A,Phase 1,Cycle 2,N_08021_01001_PB,N/08021/01001/PB,,Kharar(km15.765) to Kurali(kn29.90) oh NH-205 in Punjab,16200,29900,30.7606482196667,76.6317496086667,30.8528412373333,76.5641500481667
564,A,Phase 1,Cycle 2,N_08021_02001_PB,N/08021/02001/PB,,Kiratpur - Kurali from km. 28.60 to km. 73.20,28600,73200,30.853146777,76.5641848396667,31.1853056716667,76.587448056
565,A,Phase 1,Cycle 2,N_05012_02021_PB,N/05012/02021/PB,N_05012_02005_PB,Improvement and Routine maintenance of 4 Sangrur Bypass to Patiala Bypass from km 69.280 to km 110.720 of NH-64 (New NH-07),233445,274885,30.2468898156667,75.8968869881667,30.3034140695,76.3129121685
566,A,Phase 1,Cycle 2,N_02001_01009_DL,N/02001/01009/DL,N_02001_01001_DL,"Access Controlled Highway of Delhi- Gurgaon section of NH-48 from km 14.30 to km 42.00 (Access Controlled Highway of Delhi- Gurgaon section of NH-48 from km11.00 to 14.30 and Underpasses - x5)"" with ""Jalandhar-Pathankot (Punjab/J&K Border) (from Km. 4.23 to Km. 117.75/4.00 & km.4.00 to km. 16.35) of NH-44""",0,650,28.4437085088333,77.0370827675,28.4478626415,77.0374757023333
567,A,Phase 1,Cycle 2,N_01005_01009_HR,N/01005/01009/HR,,"Monetization of Public Funded operational National Highway Projects under Tolling, Operation, Maintenance and Transfer (ToT) – Bundle-7",1000,136000,28.9167373608333,77.1151882278333,28.0979735378333,77.329789746
568,A,Phase 1,Cycle 2,N_03002_01004_HR,N/03002/01004/HR,,6 Access Controlled Highway from Jn. with Sector 62/65 dividing road on Faridabad - Ballabhgarh Bypass to Jn. with KMP Expressway with NH- 148NA from km. 33.00 to km. 59.063,33000,59060,28.3062929253333,77.3423166636666,28.1641073163333,77.1572444508333
569,A,Phase 1,Cycle 2,N_01007_01001_DL,N/01007/01001/DL,N_01007_01001_DL-RCW,DEVELOPMENT OF DELHI – MEERUT EXPRESSWAY (PACKAGE – I) FROM CH: 0+000 TO CH: 8+716 (LENGTH: 8.716 KM) IN THE STATE OF DELHI/UTTAR PRADESH,0,8710,28.5984814123333,77.2558814171666,28.63248225,77.3342842371666
570,A,Phase 1,Cycle 2,N_01007_02001_DL,N/01007/02001/DL,N_01007_02001_DL-RCW,DEVELOPMENT OF DELHI – MEERUT EXPRESSWAY (PACKAGE – II) FROM CH: 8+716 TO CH: 28+000 (LENGTH: 19.284 KM) IN THE STATE OF DELHI/UTTAR PRADESH- Delhi Meerut Expressway Km.27.740 of NH-24 - Km.51.975,8716,27996,28.6324602825,77.3343765983333,28.6800964875,77.5038597205
571,A,Phase 1,Cycle 2,N_02005_02013_DL,N/02005/02013/DL,,Four Laning of Ashram to Badarpur Section of NH-44 Starting from CH 0+000 to CH 7+200 (Length:7+200 Km) in the state of Delhi,0,7200,28.5150323146666,77.2968587586666,28.5704888806666,77.259730371
572,A,Phase 1,Cycle 2,N_02005_02001_UP,N/02005/02001/UP,,Delhi-Agra NH-2 (New NH-44),20500,200000,28.4732536868333,77.3057898221666,27.207112716,78.0291385146666
573,A,Phase 1,Cycle 2,N_01007_03001_DL,N/01007/03001/DL,,Package-III- Delhi-Meerut Expressway- 6-laning of NH-24 from existing Km. 27.740 to existing Km. 49.346 (Dasna to Hapur),28000,50920,28.6803862131666,77.5037559163333,28.7153520926666,77.7310410135
574,A,Phase 1,Cycle 2,N_03008_04005_HR,N/03008/04005/HR,N_03008_04001_HR,Punjab/ Haryana border Jind section from km 238.695 to km 307.000 of NH 71,0,292715,29.3490503655,76.29408174,29.3498471703333,76.2934548783333
575,A,Phase 1,Cycle 2,N_08004_02004_HR,N/08004/02004/HR,N_08004_02001_HR,"Ambala (Km 50.860) to Pehowa (Km
95.383) of NH-65 in Haryana (Package-2)",50860,95380,30.0236054103333,76.613076245,29.7338982085,76.4110081103333
576,A,Phase 1,Cycle 2,N_03009_01007_HR,N/03009/01007/HR,,"Ismailabad - Narnaul (Pkg- 06) (Ch. 131+000 to 165+000) [Junction with NH-9 (Rohtak-Jind section) near Kharkara to Junction with NH-334B
(Charkhi Dadri-Jhajjar section) near Charkhi Dadri]",131000,165000,28.9149924588333,76.3709523338333,28.6171642655,76.3062063676667
577,A,Phase 1,Cycle 2,N_03009_01008_HR,N/03009/01008/HR,,"Ismailabad - Narnaul (Pkg- 07) (Ch. 165+0 to 200+0) [Junction with NH- 334B (Charkhi Dadri-Jhajjar section) near Charkhi Dadri to Junction with Rewari-Kanina road (SH-24) near
Kanina]",165000,200000,28.6168695235,76.3061436878333,28.313157951,76.2253946403333
578,A,Phase 1,Cycle 2,N_03009_01009_HR,N/03009/01009/HR,,"Ismailabad - Narnaul (Pkg- 08) (Ch. 200+000 to 227+020) [Junction with Rewari-Kanina road (SH-24) near
Kanina to Narnaul]",200000,227100,28.3124185125,76.225293917,28.0868479553333,76.1456606106667
579,A,Phase 1,Cycle 2,N_01004_01006_HR,N/01004/01006/HR,,Delhi Amritsar Katra Package 5,120250,157930,29.7147291578333,76.2652736911667,30.0085902508333,76.0880357536667
580,A,Phase 1,Cycle 2,N_05021_02006_HR,N/05021/02006/HR,N_05021_02001_HR,Rohtak - Bawal section NH-71 from km.363.300 (Design km.363.300) to km.450.800 (design km.445.883),363300,447020,28.8384934798333,76.6009494765,28.1663732745,76.6936234561667
581,A,Phase 1,Cycle 2,N_08058_01001_HR,N/08058/01001/HR,,UP/HR Border - Sonepat - Jhajjar,0,40800,28.9864065236667,77.197325981,28.8437707125,76.8586146
582,A,Phase 1,Cycle 2,N_08058_02001_HR,N/08058/02001/HR,,Four Laning of Rohna/ Hassangarh section from Km.44.800 to km.80.250 (Package-2),44800,80250,28.8460098856667,76.8638887603333,28.6227543601667,76.6652170683333
583,A,Phase 1,Cycle 2,N_03003_02001_HR,N/03003/02001/HR,,6 of Gurgaon Sohna Pkg-II from existing Km.11.682 to existing km.24.40,9282,22132,28.3655220488333,77.0593802688333,28.2516982796666,77.0695405851666
584,A,Phase 1,Cycle 2,N_04032_01007_HR,N/04032/01007/HR,N_04032_01001_HR,Delhi/ Haryana Border to Rohtak section including Bahadurgarh and Rohtak by-passes from km. 29.70 to km. 87.00,29650,93410,28.6883127941666,76.9609574311666,28.920398996,76.4600257461666
585,A,Phase 1,Cycle 2,N_04032_02006_HR,N/04032/02006/HR,N_04032_02004_HR,4 of Rohtak - Hisar section from km. 87.00 to km. 170.00 on NH-10 including connecting link from km. 87.000 (NH-10) to km. 348.000 (NH- 71),0,182500,28.9179116335,76.4633688255,29.1786544686667,75.710681189
586,A,Phase 1,Cycle 2,N_05021_01004_HR,N/05021/01004/HR,N_05021_01001_HR,"Rohtak-Panipat Section of NH-71A from Km. 0.00 to Km. 80.858""",0,80940,28.8461230251667,76.6757357411667,29.3308384573333,76.9855715948333
587,A,Phase 1,Cycle 2,N_02007_09001_HR,N/02007/09001/HR,,Panipat Elevated Flyover from km. 86.00 to km. 96.00 on NH-44 (old NH- 1),86000,96000,29.353412017,76.9796043366667,29.4419596535,76.9705589311667
588,A,Phase 1,Cycle 2,N_08004_03001_HR,N/08004/03001/HR,,Kaithal to Rajasthan border from Design Ch. Km. 0.50 to Km. 165.759,-500,166280,29.7331805368333,76.4092518488333,28.7697314306667,75.518397275
589,A,Phase 1,Cycle 2,N_05006_01004_HR,N/05006/01004/HR,,Construction of Proposed Rewari Bypass(Design Length 14.4 km) NH-11 as a Feeder Route in the state of Haryana on Hybrid Annuity,0,14740,28.181159307,76.6689142156666,28.1945082601666,76.5681780951666
590,A,Phase 1,Cycle 2,N_03003_01001_HR,N/03003/01001/HR,,Six laning & Strengthening of NH-248A From Existing Km 2+740 (Rajiv Chowk) to Km 11+682 in Gurugram under NHDP- IV on hybrid annuity Mode in the state of Haryana,340,9300,28.4424837711666,77.034120219,28.3655067565,77.0593881485
591,A,Phase 1,Cycle 2,N_08074_03002_HR,N/08074/03002/HR,,"Construction/Improvement of Dharuhera-Bhiwadi link road (NH 919, Old NH 71B) to 4-Lane with Paved shoulder along with Both side Service Road, starting from NH-48 (km 67.820) upto km 22.400 of NH-919 (4.3 km length) on EPC Mode under NH(O) in the State of Haryana.",-600,68510,28.2110849835,76.8365810043333,28.2356627713333,76.8079150561667
592,A,Phase 1,Cycle 2,N_01001_02003_HR,N/01001/02003/HR,,Delhi - Vadodara Expessway (Pkg 03) Starting From Ch: 47+000 near Khanpur Ghati and ends at Haryana- Rajasthan Border (KM 47+000 to 78+800),47000,78800,27.9247856155,77.0779584083333,27.6591327258333,76.9651073586667
593,A,Phase 1,Cycle 2,N_01001_02002_HR,N/01001/02002/HR,,Delhi - Vadodara Expessway (Pkg 02) Sarting before KMP Expressway and End at CH: 47+000 Near Khanpur Ghati (KM 18+500 to 47+000),18500,48000,28.1692752166666,77.1492331426666,27.9167055351666,77.0737517001666
